log_id,log_timestamp,sensor_id,sensor_type,sensor_battery_pct,sensor_signal,calibration_status,sensor_accuracy,batch_id,product_type,quantity_kg,batch_origin,batch_destination,required_temp_min,required_temp_max,shipment_id,vehicle_id,driver_id,port_airport,shipment_status,recorded_temp,recorded_humidity,gps_location,is_missing,is_noisy,is_imputed,original_temp,imputed_temp,anomaly_score,sensor_status,batch_compliance,shipment_risk_score
242644,2026-08-28 11:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-19.37,88.6,"GPS: 47.7000 N, -122.4000 W",0,0,0,-19.37,-19.37,0.05,NORMAL,CRITICAL,0.97
242645,2026-08-28 12:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-18.26,93.8,"GPS: 47.7100 N, -122.4100 W",0,0,0,-18.26,-18.26,0.05,NORMAL,CRITICAL,0.97
242646,2026-08-28 12:24 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-18.74,87.6,"GPS: 47.7200 N, -122.4200 W",0,0,0,-18.74,-18.74,0.05,NORMAL,CRITICAL,0.97
242647,2026-08-28 12:39 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.13,94.6,"GPS: 47.7300 N, -122.4300 W",0,0,0,-20.13,-20.13,0.05,NORMAL,CRITICAL,0.97
242648,2026-08-28 12:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.92,89.8,"GPS: 47.7400 N, -122.4400 W",0,0,0,-20.92,-20.92,0.05,NORMAL,CRITICAL,0.97
242649,2026-08-28 13:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.3,87.7,"GPS: 47.7500 N, -122.4500 W",0,0,0,-20.3,-20.3,0.05,NORMAL,CRITICAL,0.97
242650,2026-08-28 13:24 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.46,92.5,"GPS: 47.7600 N, -122.4600 W",0,0,0,-20.46,-20.46,0.05,NORMAL,CRITICAL,0.97
242651,2026-08-28 13:39 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-19.99,91.8,"GPS: 47.7700 N, -122.4700 W",0,0,0,-19.99,-19.99,0.05,NORMAL,CRITICAL,0.97
242652,2026-08-28 13:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-4.45,95.3,"GPS: 47.7800 N, -122.4800 W",0,1,0,-4.45,-4.45,0.45,WARNING,CRITICAL,0.97
242653,2026-08-28 14:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.13,90.6,"GPS: 47.7900 N, -122.4900 W",0,0,0,-20.13,-20.13,0.05,NORMAL,CRITICAL,0.97
242654,2026-08-28 14:24 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-19.72,89.8,"GPS: 47.8000 N, -122.5000 W",0,0,0,-19.72,-19.72,0.05,NORMAL,CRITICAL,0.97
242655,2026-08-28 14:39 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-19.64,92.4,"GPS: 47.8100 N, -122.5100 W",0,0,0,-19.64,-19.64,0.05,NORMAL,CRITICAL,0.97
242656,2026-08-28 14:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-19.28,88.6,"GPS: 47.8200 N, -122.5200 W",0,0,0,-19.28,-19.28,0.05,NORMAL,CRITICAL,0.97
242657,2026-08-28 15:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-21.16,94.3,"GPS: 47.8300 N, -122.5300 W",0,0,0,-21.16,-21.16,0.05,NORMAL,CRITICAL,0.97
242658,2026-08-28 15:24 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.15,85.5,"GPS: 47.8400 N, -122.5400 W",0,0,0,-20.15,-20.15,0.05,NORMAL,CRITICAL,0.97
242659,2026-08-28 15:39 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,10.09,86.6,"GPS: 47.8500 N, -122.5500 W",0,1,0,10.09,10.09,0.45,WARNING,CRITICAL,0.97
242660,2026-08-28 15:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-19.86,89.2,"GPS: 47.8600 N, -122.5600 W",0,0,0,-19.86,-19.86,0.05,NORMAL,CRITICAL,0.97
242661,2026-08-28 16:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-21.15,85.8,"GPS: 47.8700 N, -122.5700 W",0,0,0,-21.15,-21.15,0.05,NORMAL,CRITICAL,0.97
242662,2026-08-28 16:24 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-38.06,87.8,"GPS: 47.8800 N, -122.5800 W",0,1,0,-38.06,-38.06,0.45,WARNING,CRITICAL,0.97
242663,2026-08-28 16:39 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-21.12,95.3,"GPS: 47.8900 N, -122.5900 W",0,0,0,-21.12,-21.12,0.05,NORMAL,CRITICAL,0.97
242664,2026-08-28 16:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-21.05,87.2,"GPS: 47.9000 N, -122.6000 W",0,0,0,-21.05,-21.05,0.05,NORMAL,CRITICAL,0.97
242665,2026-08-28 17:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.32,94.5,"GPS: 47.9100 N, -122.6100 W",0,0,0,-20.32,-20.32,0.05,NORMAL,CRITICAL,0.97
242666,2026-08-28 17:24 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-21.57,90.3,"GPS: 47.9200 N, -122.6200 W",0,0,0,-21.57,-21.57,0.05,NORMAL,CRITICAL,0.97
242667,2026-08-28 17:39 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.28,85.2,"GPS: 47.9300 N, -122.6300 W",0,0,0,-20.28,-20.28,0.05,NORMAL,CRITICAL,0.97
242668,2026-08-28 17:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.1,89.0,"GPS: 47.9400 N, -122.6400 W",0,0,0,-20.1,-20.1,0.05,NORMAL,CRITICAL,0.97
242669,2026-08-28 18:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-19.34,85.6,"GPS: 47.9500 N, -122.6500 W",0,0,0,-19.34,-19.34,0.05,NORMAL,CRITICAL,0.97
242670,2026-08-28 18:24 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.84,88.5,"GPS: 47.9600 N, -122.6600 W",0,0,0,-20.84,-20.84,0.05,NORMAL,CRITICAL,0.97
242671,2026-08-28 18:39 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-21.51,90.7,"GPS: 47.9700 N, -122.6700 W",0,0,0,-21.51,-21.51,0.05,NORMAL,CRITICAL,0.97
242672,2026-08-28 18:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-18.94,95.3,"GPS: 47.9800 N, -122.6800 W",0,0,0,-18.94,-18.94,0.05,NORMAL,CRITICAL,0.97
242673,2026-08-28 19:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-21.51,87.3,"GPS: 47.9900 N, -122.6900 W",0,0,0,-21.51,-21.51,0.05,NORMAL,CRITICAL,0.97
242674,2026-08-28 19:24 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-21.21,87.5,"GPS: 48.0000 N, -122.7000 W",0,0,0,-21.21,-21.21,0.05,NORMAL,CRITICAL,0.97
242675,2026-08-28 19:39 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.67,90.6,"GPS: 48.0100 N, -122.7100 W",0,0,0,-20.67,-20.67,0.05,NORMAL,CRITICAL,0.97
242676,2026-08-28 19:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.22,92.3,"GPS: 48.0200 N, -122.7200 W",0,0,0,-20.22,-20.22,0.05,NORMAL,CRITICAL,0.97
242677,2026-08-28 20:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-19.2,94.1,"GPS: 48.0300 N, -122.7300 W",0,0,0,-19.2,-19.2,0.05,NORMAL,CRITICAL,0.97
242678,2026-08-28 20:24 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-21.66,86.1,"GPS: 48.0400 N, -122.7400 W",0,0,0,-21.66,-21.66,0.05,NORMAL,CRITICAL,0.97
242679,2026-08-28 20:39 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-18.23,88.3,"GPS: 48.0500 N, -122.7500 W",0,0,0,-18.23,-18.23,0.05,NORMAL,CRITICAL,0.97
242680,2026-08-28 20:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-19.58,86.3,"GPS: 48.0600 N, -122.7600 W",0,0,0,-19.58,-19.58,0.05,NORMAL,CRITICAL,0.97
242681,2026-08-28 21:09 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-18.53,89.6,"GPS: 48.0700 N, -122.7700 W",0,0,0,-18.53,-18.53,0.05,NORMAL,CRITICAL,0.97
242682,2026-08-28 21:24 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,11.69,86.3,"GPS: 48.0800 N, -122.7800 W",0,1,0,11.69,11.69,0.45,WARNING,CRITICAL,0.97
242683,2026-08-28 21:39 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-20.21,94.2,"GPS: 48.0900 N, -122.7900 W",0,0,0,-20.21,-20.21,0.05,NORMAL,CRITICAL,0.97
242684,2026-08-28 21:54 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),100,GOOD,EXPIRED,99.7,BTC-SEA-5001,Pacific Cod (Frozen Fillets),1783.6,Vancouver Pacific Processing Hub (BC),Tokyo Haneda Cargo Center (HND - Japan),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-107,Vancouver Freight Gate B,IN_TRANSIT,-21.02,94.8,"GPS: 48.1000 N, -122.8000 W",0,0,0,-21.02,-21.02,0.05,NORMAL,CRITICAL,0.97
