buffer_id,payload_type,payload_data,created_at,synced,payload_hash,sync_status,retry_count,error_message
25,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 03:19:34 UTC"", ""temperature"": -18.59, ""humidity"": 94.9, ""location"": ""GPS: 45.0000 N, -120.0300 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,77bcafd28c284fe67f5ddd8548829a4b5355536a82807a6c5d258cfcae6b32da,SYNCED,0,
26,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 03:34:34 UTC"", ""temperature"": -19.4, ""humidity"": 93.3, ""location"": ""GPS: 45.0000 N, -120.0400 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,79657c765c06763ebd0e81464cb2bc902b0f8aa749bf1c91bce1a5a296d81233,SYNCED,0,
27,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 03:49:34 UTC"", ""temperature"": -21.12, ""humidity"": 85.7, ""location"": ""GPS: 45.0000 N, -120.0500 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,e449c197eea082126ca38c940f85e71e5db4f3ab015230d6e36b2e263c8cf7a4,SYNCED,0,
28,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 04:04:34 UTC"", ""temperature"": -20.6, ""humidity"": 86.4, ""location"": ""GPS: 45.0000 N, -120.0600 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,543975d8aa9f1e4f2576a15a83ad37b15bb4152e0581097138cd1c82818a6e63,SYNCED,0,
29,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 04:19:34 UTC"", ""temperature"": -20.4, ""humidity"": 87.1, ""location"": ""GPS: 45.0000 N, -120.0700 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,ca973cca45d299067804118ad3ce60b11b8700944d5979ace2fcf5c0868b0837,SYNCED,0,
30,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 04:34:34 UTC"", ""temperature"": -21.83, ""humidity"": 92.6, ""location"": ""GPS: 45.0000 N, -120.0800 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,a1ef1e51e3f47ca5d680fafa52bb438ba9cf883875f2c9d407e059d3bb3248b5,SYNCED,0,
31,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 04:49:34 UTC"", ""temperature"": -21.9, ""humidity"": 86.5, ""location"": ""GPS: 45.0000 N, -120.0900 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,6f2eb23d82231e97a507b7f5e66456c5311617d7cd670c70be4eba5723cfe8b8,SYNCED,0,
32,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 05:04:34 UTC"", ""temperature"": -19.08, ""humidity"": 91.0, ""location"": ""GPS: 45.0000 N, -120.1000 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,245432e303c2371ae5586e02021c570c3672b5cedb932b50a61d0f47409933fe,SYNCED,0,
33,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 05:19:34 UTC"", ""temperature"": -21.25, ""humidity"": 86.4, ""location"": ""GPS: 45.0000 N, -120.1100 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,ca8cb5314f0da44e19ef83081ddab7da22c79462ba10ae3594ef0ed8d4698aad,SYNCED,0,
34,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 05:34:34 UTC"", ""temperature"": -19.88, ""humidity"": 86.8, ""location"": ""GPS: 45.0000 N, -120.1200 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,3610db76aa6175ff7f6f78bb90b01575067198c54c732ea3f354a1f0676e8cec,SYNCED,0,
35,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 05:49:34 UTC"", ""temperature"": -19.61, ""humidity"": 92.2, ""location"": ""GPS: 45.0000 N, -120.1300 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,affadc7d95c50a1daad03e0ab12aa9610b49c6846975fd8612b24a8cf2219cd4,SYNCED,0,
36,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 06:04:34 UTC"", ""temperature"": -18.54, ""humidity"": 85.7, ""location"": ""GPS: 45.0000 N, -120.1400 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,00b6cbcf749360009a00dbc711d99ad028cea19fb9408902a1c13fa610f13c65,SYNCED,0,
37,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1000"", ""batch_id"": ""BTC-SEA-5001"", ""shipment_id"": ""SHP-2026-101"", ""timestamp"": ""2026-09-15 06:19:34 UTC"", ""temperature"": -21.93, ""humidity"": 90.0, ""location"": ""GPS: 45.0000 N, -120.1500 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,7c10ce918811d0592e1cb4a59c903eca92cca926ad38ca54f1e87cd0cdb26461,SYNCED,0,
38,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 02:34:34 UTC"", ""temperature"": -21.91, ""humidity"": 91.4, ""location"": ""GPS: 45.0100 N, -120.0000 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,2cb62a5e4ae08b13871ed1a23d65cfcc865ebabf564ed348f0b8b9ba32a4e8c4,SYNCED,0,
39,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 02:49:34 UTC"", ""temperature"": -21.54, ""humidity"": 86.0, ""location"": ""GPS: 45.0100 N, -120.0100 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,b5d8fbdfce1f303e2858e01bc42d87d9d06bac31f956e8ce6fa4ebc232ec692a,SYNCED,0,
40,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 03:04:34 UTC"", ""temperature"": -19.75, ""humidity"": 90.3, ""location"": ""GPS: 45.0100 N, -120.0200 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,df1293485b0598a61b7e4814729487c20ed34d0b2d4c168da80849ea23d74262,SYNCED,0,
41,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 03:19:34 UTC"", ""temperature"": -20.51, ""humidity"": 90.6, ""location"": ""GPS: 45.0100 N, -120.0300 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,55190286068015aa3766ccfce76d8fbc68d9c06b1090897e17573f52f3d97fa1,SYNCED,0,
42,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 03:34:34 UTC"", ""temperature"": -18.09, ""humidity"": 86.7, ""location"": ""GPS: 45.0100 N, -120.0400 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,dbc298ab1afa5705db33c5406944e550febf305830633260f7ba85d86277ca4e,SYNCED,0,
43,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 03:49:34 UTC"", ""temperature"": -19.45, ""humidity"": 89.6, ""location"": ""GPS: 45.0100 N, -120.0500 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,0aa8f9af1d19b16de60a912979b03569fe1a7342174296c268cc7c48d91228fa,SYNCED,0,
44,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 04:04:34 UTC"", ""temperature"": -21.64, ""humidity"": 86.9, ""location"": ""GPS: 45.0100 N, -120.0600 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,91a08e002add16cfaf18a1d06323b0d2d3acc4a6e8b206d61d0cd9bfaa53f796,SYNCED,0,
45,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 04:19:34 UTC"", ""temperature"": -20.7, ""humidity"": 92.0, ""location"": ""GPS: 45.0100 N, -120.0700 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,059762784965ac9366c7d1d6905b40094e3f4f6c16016b8d49e0b607edede037,SYNCED,0,
46,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 04:34:34 UTC"", ""temperature"": -18.51, ""humidity"": 86.4, ""location"": ""GPS: 45.0100 N, -120.0800 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,0620d34a71e02fc69214555b782088ebb2fe2c9fd481fcd5672b108e5172e563,SYNCED,0,
47,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 04:49:34 UTC"", ""temperature"": -21.54, ""humidity"": 93.9, ""location"": ""GPS: 45.0100 N, -120.0900 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,a05f785d399c1e17b94e99320d4a4aefa49bf0dd50de99f117e3f044f52d6fa0,SYNCED,0,
48,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 05:04:34 UTC"", ""temperature"": -19.88, ""humidity"": 88.7, ""location"": ""GPS: 45.0100 N, -120.1000 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,635d570da7485e1d30981b110cc4626b1bcf82b7ca1a1d4d80c0a15053122bed,SYNCED,0,
49,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 05:19:34 UTC"", ""temperature"": -18.49, ""humidity"": 93.4, ""location"": ""GPS: 45.0100 N, -120.1100 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,949a091d01c50281cfa6f55551ed373e101f11d880d8036abc8a2009340317a7,SYNCED,0,
50,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 05:34:34 UTC"", ""temperature"": -19.67, ""humidity"": 89.9, ""location"": ""GPS: 45.0100 N, -120.1200 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,1ebed7ea2329a63b93ebde696cdcca012c1815e7f39ab0b92a7ba711f5ba2f8c,SYNCED,0,
51,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 05:49:34 UTC"", ""temperature"": -20.05, ""humidity"": 89.7, ""location"": ""GPS: 45.0100 N, -120.1300 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,f66ed2a2d215292b3f6be3e0fb62da74d895dfa2ef6284c6f269e0b52d442a91,SYNCED,0,
52,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 06:04:34 UTC"", ""temperature"": -20.16, ""humidity"": 94.6, ""location"": ""GPS: 45.0100 N, -120.1400 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,0967c7d7a63347ad08325657e9bda94432f6239056648306bb08c48377bf323f,SYNCED,0,
53,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1001"", ""batch_id"": ""BTC-SEA-5002"", ""shipment_id"": ""SHP-2026-102"", ""timestamp"": ""2026-09-15 06:19:34 UTC"", ""temperature"": -18.86, ""humidity"": 87.1, ""location"": ""GPS: 45.0100 N, -120.1500 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,c1dbc5aca38485dc48654db709cfaaca24feace8daa2bd1aacfe99d35b492a06,SYNCED,0,
54,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 02:34:34 UTC"", ""temperature"": -19.62, ""humidity"": 92.9, ""location"": ""GPS: 45.0200 N, -120.0000 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,46855f8f9614e6c839e7288c1aa41762c0e0b26e1768658aeb157570ad35210e,SYNCED,0,
55,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 02:49:34 UTC"", ""temperature"": -18.32, ""humidity"": 88.0, ""location"": ""GPS: 45.0200 N, -120.0100 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,03324d8112366f00eaf134b1888c3753e3bd5be8ddad6da4cf99d3fc0cb8d43a,SYNCED,0,
56,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 03:04:34 UTC"", ""temperature"": -21.78, ""humidity"": 87.3, ""location"": ""GPS: 45.0200 N, -120.0200 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,5782b505a98014913c2e6ca333f92683c4b30a6fc77c5ec043c3fac6a5504e3a,SYNCED,0,
57,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 03:19:34 UTC"", ""temperature"": -20.81, ""humidity"": 88.5, ""location"": ""GPS: 45.0200 N, -120.0300 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,d8b735ed921f087b12afe217ce02997b9e95e479aff11e4a265f81343dbde243,SYNCED,0,
58,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 03:34:34 UTC"", ""temperature"": -20.74, ""humidity"": 94.9, ""location"": ""GPS: 45.0200 N, -120.0400 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,74e9ec511dee5e80b8cab22752848e06e7cecb743b3e3a2a80de173049720bb7,SYNCED,0,
59,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 03:49:34 UTC"", ""temperature"": -21.96, ""humidity"": 86.4, ""location"": ""GPS: 45.0200 N, -120.0500 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,c9d610dc78d08a8c32922b652e150f96af4ac96acc2ddbfce02ec093f038e3e4,SYNCED,0,
60,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 04:04:34 UTC"", ""temperature"": -18.37, ""humidity"": 94.7, ""location"": ""GPS: 45.0200 N, -120.0600 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,12c7369a6670776676c406bf12923e5c8cc9974694bb71f370714dae842de34a,SYNCED,0,
61,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 04:19:34 UTC"", ""temperature"": -20.51, ""humidity"": 93.8, ""location"": ""GPS: 45.0200 N, -120.0700 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,de4cbb062f24177d4310b34a665cfe4e28ff83e304b47eeaeacaf94c707dd09b,SYNCED,0,
62,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 04:34:34 UTC"", ""temperature"": -18.26, ""humidity"": 94.9, ""location"": ""GPS: 45.0200 N, -120.0800 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,a1ddd8b34dc2e0c9973bec1f5e64b44fd8440004f9b651c84072f0ec3f2cb4fc,SYNCED,0,
63,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 04:49:34 UTC"", ""temperature"": -18.62, ""humidity"": 92.7, ""location"": ""GPS: 45.0200 N, -120.0900 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,56ae95c8ae5bf59431d5b433a701dac34c81984bfc8f074e5a650d368d89ff6b,SYNCED,0,
64,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 05:04:34 UTC"", ""temperature"": -20.11, ""humidity"": 87.0, ""location"": ""GPS: 45.0200 N, -120.1000 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,4b0a1e1f8f5e96f986fc954d4fb6b9df0b30a6b4349f471067a225c062e02485,SYNCED,0,
65,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 05:19:34 UTC"", ""temperature"": -21.62, ""humidity"": 89.0, ""location"": ""GPS: 45.0200 N, -120.1100 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,d0ba7f2a1386b6aa3968e9b6791a1cacc8d366947a974f44f3c88f594189b083,SYNCED,0,
66,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 05:34:34 UTC"", ""temperature"": -20.68, ""humidity"": 93.7, ""location"": ""GPS: 45.0200 N, -120.1200 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,4e4817ec17770b6bba903b6f5fcd00c930c362efdf04f2cf4686bd331f4ab44d,SYNCED,0,
67,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 05:49:34 UTC"", ""temperature"": -19.69, ""humidity"": 86.3, ""location"": ""GPS: 45.0200 N, -120.1300 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,6e6524c4b7b77c9337eee244ecb16e374a7461a0b57050b5c13b6a9415f5fbe1,SYNCED,0,
68,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 06:04:34 UTC"", ""temperature"": -18.01, ""humidity"": 86.6, ""location"": ""GPS: 45.0200 N, -120.1400 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,1d9a0fd5c35e3a2c68b2169077bf139ff3cc2857d779210ca03f6f1b7da58503,SYNCED,0,
69,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1002"", ""batch_id"": ""BTC-SEA-5003"", ""shipment_id"": ""SHP-2026-103"", ""timestamp"": ""2026-09-15 06:19:34 UTC"", ""temperature"": -20.14, ""humidity"": 91.9, ""location"": ""GPS: 45.0200 N, -120.1500 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,dceec175d8a54e4e63c9eb369b3ac5bd4e3a6fd6a6ec9d523d80e487a1c0a342,SYNCED,0,
70,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1003"", ""batch_id"": ""BTC-SEA-5004"", ""shipment_id"": ""SHP-2026-104"", ""timestamp"": ""2026-09-15 02:34:34 UTC"", ""temperature"": -21.23, ""humidity"": 89.5, ""location"": ""GPS: 45.0300 N, -120.0000 W"", ""battery_status"": 95}",2026-09-15 06:34:34 UTC,1,52bbb57bc73e6a6e4656290cd3cca1894883ab592843372ffb517ff0a01961eb,SYNCED,0,
71,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1003"", ""batch_id"": ""BTC-SEA-5004"", ""shipment_id"": ""SHP-2026-104"", ""timestamp"": ""2026-09-15 02:49:34 UTC"", ""temperature"": -19.34, ""humidity"": 94.8, ""location"": ""GPS: 45.0300 N, -120.0100 W"", ""battery_status"": 95}",2026-09-15 06:34:35 UTC,1,1a0b9b05270896da7c5211a321cd9f972e8e2df6b40bdef0d47886075bad0d28,SYNCED,0,
72,SENSOR_LOG,"{""sensor_id"": ""SNS-MH-1003"", ""batch_id"": ""BTC-SEA-5004"", ""shipment_id"": ""SHP-2026-104"", ""timestamp"": ""2026-09-15 03:04:34 UTC"", ""temperature"": -19.58, ""humidity"": 89.1, ""location"": ""GPS: 45.0300 N, -120.0200 W"", ""battery_status"": 95}",2026-09-15 06:34:35 UTC,1,1146ebe7dd428fef329668d3cc1027d661abb37f5a52d1e6cb4e3daa867d9ebb,SYNCED,0,
