log_id,sensor_id,batch_id,shipment_id,timestamp,temperature,humidity,location,battery_status,signal_status,sensor_status,is_missing,is_noisy,is_imputed,original_temp,imputed_temp,anomaly_score
242671,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 18:39 UTC,-21.51,90.7,"GPS: 47.9700 N, -122.6700 W",97,EXCELLENT,NORMAL,0,0,0,-21.51,-21.51,0.05
242672,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 18:54 UTC,-18.94,95.3,"GPS: 47.9800 N, -122.6800 W",97,GOOD,NORMAL,0,0,0,-18.94,-18.94,0.05
242673,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 19:09 UTC,-21.51,87.3,"GPS: 47.9900 N, -122.6900 W",97,EXCELLENT,NORMAL,0,0,0,-21.51,-21.51,0.05
242674,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 19:24 UTC,-21.21,87.5,"GPS: 48.0000 N, -122.7000 W",96,GOOD,NORMAL,0,0,0,-21.21,-21.21,0.05
242675,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 19:39 UTC,-20.67,90.6,"GPS: 48.0100 N, -122.7100 W",96,GOOD,NORMAL,0,0,0,-20.67,-20.67,0.05
242676,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 19:54 UTC,-20.22,92.3,"GPS: 48.0200 N, -122.7200 W",96,FAIR,NORMAL,0,0,0,-20.22,-20.22,0.05
242677,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 20:09 UTC,-19.2,94.1,"GPS: 48.0300 N, -122.7300 W",96,GOOD,NORMAL,0,0,0,-19.2,-19.2,0.05
242678,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 20:24 UTC,-21.66,86.1,"GPS: 48.0400 N, -122.7400 W",96,FAIR,NORMAL,0,0,0,-21.66,-21.66,0.05
242679,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 20:39 UTC,-18.23,88.3,"GPS: 48.0500 N, -122.7500 W",96,EXCELLENT,NORMAL,0,0,0,-18.23,-18.23,0.05
242680,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 20:54 UTC,-19.58,86.3,"GPS: 48.0600 N, -122.7600 W",96,FAIR,NORMAL,0,0,0,-19.58,-19.58,0.05
242681,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 21:09 UTC,-18.53,89.6,"GPS: 48.0700 N, -122.7700 W",96,GOOD,NORMAL,0,0,0,-18.53,-18.53,0.05
242682,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 21:24 UTC,11.69,86.3,"GPS: 48.0800 N, -122.7800 W",96,FAIR,WARNING,0,1,0,11.69,11.69,0.45
242683,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 21:39 UTC,-20.21,94.2,"GPS: 48.0900 N, -122.7900 W",96,EXCELLENT,NORMAL,0,0,0,-20.21,-20.21,0.05
242684,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 21:54 UTC,-21.02,94.8,"GPS: 48.1000 N, -122.8000 W",95,EXCELLENT,NORMAL,0,0,0,-21.02,-21.02,0.05
242685,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 22:09 UTC,-20.84,89.4,"GPS: 48.1100 N, -122.8100 W",95,GOOD,NORMAL,0,0,0,-20.84,-20.84,0.05
242686,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 22:24 UTC,-20.64,89.1,"GPS: 48.1200 N, -122.8200 W",95,EXCELLENT,NORMAL,0,0,0,-20.64,-20.64,0.05
242687,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 22:39 UTC,-18.43,85.0,"GPS: 48.1300 N, -122.8300 W",95,EXCELLENT,NORMAL,0,0,0,-18.43,-18.43,0.05
242688,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 22:54 UTC,-18.95,95.3,"GPS: 48.1400 N, -122.8400 W",95,FAIR,NORMAL,0,0,0,-18.95,-18.95,0.05
242689,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 23:09 UTC,-19.39,85.6,"GPS: 48.1500 N, -122.8500 W",95,EXCELLENT,NORMAL,0,0,0,-19.39,-19.39,0.05
242690,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 23:24 UTC,-20.63,90.5,"GPS: 48.1600 N, -122.8600 W",95,FAIR,NORMAL,0,0,0,-20.63,-20.63,0.05
242691,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 23:39 UTC,-20.48,86.2,"GPS: 48.1700 N, -122.8700 W",95,EXCELLENT,NORMAL,0,0,0,-20.48,-20.48,0.05
242692,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-28 23:54 UTC,-21.5,95.9,"GPS: 48.1800 N, -122.8800 W",95,GOOD,NORMAL,0,0,0,-21.5,-21.5,0.05
242693,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 00:09 UTC,-20.34,89.7,"GPS: 48.1900 N, -122.8900 W",95,GOOD,NORMAL,0,0,0,-20.34,-20.34,0.05
242694,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 00:24 UTC,-21.54,88.5,"GPS: 48.2000 N, -122.9000 W",94,EXCELLENT,NORMAL,0,0,0,-21.54,-21.54,0.05
242695,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 00:39 UTC,-19.57,86.5,"GPS: 48.2100 N, -122.9100 W",94,GOOD,NORMAL,0,0,0,-19.57,-19.57,0.05
242696,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 00:54 UTC,-18.42,87.3,"GPS: 48.2200 N, -122.9200 W",94,GOOD,NORMAL,0,0,0,-18.42,-18.42,0.05
242697,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 01:09 UTC,-20.95,95.9,"GPS: 48.2300 N, -122.9300 W",94,EXCELLENT,NORMAL,0,0,0,-20.95,-20.95,0.05
242698,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 01:24 UTC,-21.57,87.2,"GPS: 48.2400 N, -122.9400 W",94,EXCELLENT,NORMAL,0,0,0,-21.57,-21.57,0.05
242699,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 01:39 UTC,-21.13,91.6,"GPS: 48.2500 N, -122.9500 W",94,FAIR,NORMAL,0,0,0,-21.13,-21.13,0.05
242700,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 01:54 UTC,-21.09,88.5,"GPS: 48.2600 N, -122.9600 W",94,FAIR,NORMAL,0,0,0,-21.09,-21.09,0.05
242701,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 02:09 UTC,-18.4,87.5,"GPS: 48.2700 N, -122.9700 W",94,EXCELLENT,NORMAL,0,0,0,-18.4,-18.4,0.05
242702,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 02:24 UTC,-19.19,87.3,"GPS: 48.2800 N, -122.9800 W",94,FAIR,NORMAL,0,0,0,-19.19,-19.19,0.05
242703,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 02:39 UTC,-18.36,95.1,"GPS: 48.2900 N, -122.9900 W",94,FAIR,NORMAL,0,0,0,-18.36,-18.36,0.05
242704,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 02:54 UTC,-20.41,87.1,"GPS: 48.3000 N, -123.0000 W",93,GOOD,NORMAL,0,0,0,-20.41,-20.41,0.05
242705,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 03:09 UTC,-19.36,95.1,"GPS: 48.3100 N, -123.0100 W",93,EXCELLENT,NORMAL,0,0,0,-19.36,-19.36,0.05
242706,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 03:24 UTC,-18.66,89.3,"GPS: 48.3200 N, -123.0200 W",93,GOOD,NORMAL,0,0,0,-18.66,-18.66,0.05
242707,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 03:39 UTC,-20.44,85.4,"GPS: 48.3300 N, -123.0300 W",93,FAIR,NORMAL,0,0,0,-20.44,-20.44,0.05
242708,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 03:54 UTC,-21.78,86.8,"GPS: 48.3400 N, -123.0400 W",93,EXCELLENT,NORMAL,0,0,0,-21.78,-21.78,0.05
242709,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 04:09 UTC,-18.4,88.3,"GPS: 48.3500 N, -123.0500 W",93,EXCELLENT,NORMAL,0,0,0,-18.4,-18.4,0.05
242710,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 04:24 UTC,-18.46,87.2,"GPS: 48.3600 N, -123.0600 W",93,GOOD,NORMAL,0,0,0,-18.46,-18.46,0.05
242711,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 04:39 UTC,-18.94,91.9,"GPS: 48.3700 N, -123.0700 W",93,FAIR,NORMAL,0,0,0,-18.94,-18.94,0.05
242712,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 04:54 UTC,-20.92,91.7,"GPS: 48.3800 N, -123.0800 W",93,FAIR,NORMAL,0,0,0,-20.92,-20.92,0.05
242713,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 05:09 UTC,-19.87,95.2,"GPS: 48.3900 N, -123.0900 W",93,EXCELLENT,NORMAL,0,0,0,-19.87,-19.87,0.05
242714,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 05:24 UTC,-21.77,89.8,"GPS: 48.4000 N, -123.1000 W",92,EXCELLENT,NORMAL,0,0,0,-21.77,-21.77,0.05
242715,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 05:39 UTC,-21.6,92.9,"GPS: 48.4100 N, -123.1100 W",92,FAIR,NORMAL,0,0,0,-21.6,-21.6,0.05
242716,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 05:54 UTC,-18.77,91.0,"GPS: 48.4200 N, -123.1200 W",92,EXCELLENT,NORMAL,0,0,0,-18.77,-18.77,0.05
242717,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 06:09 UTC,-19.76,95.0,"GPS: 48.4300 N, -123.1300 W",92,FAIR,NORMAL,0,0,0,-19.76,-19.76,0.05
242718,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 06:24 UTC,-19.51,92.9,"GPS: 48.4400 N, -123.1400 W",92,GOOD,NORMAL,0,0,0,-19.51,-19.51,0.05
242719,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 06:39 UTC,-19.26,85.2,"GPS: 48.4500 N, -123.1500 W",92,EXCELLENT,NORMAL,0,0,0,-19.26,-19.26,0.05
242720,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 06:54 UTC,-20.22,90.7,"GPS: 48.4600 N, -123.1600 W",92,EXCELLENT,NORMAL,0,0,0,-20.22,-20.22,0.05
242721,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 07:09 UTC,-20.86,90.7,"GPS: 48.4700 N, -123.1700 W",92,EXCELLENT,NORMAL,0,0,0,-20.86,-20.86,0.05
242722,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 07:24 UTC,-19.38,92.6,"GPS: 48.4800 N, -123.1800 W",92,GOOD,NORMAL,0,0,0,-19.38,-19.38,0.05
242723,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 07:39 UTC,-21.43,88.1,"GPS: 48.4900 N, -123.1900 W",92,FAIR,NORMAL,0,0,0,-21.43,-21.43,0.05
242724,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 07:54 UTC,-21.5,92.5,"GPS: 48.5000 N, -123.2000 W",91,FAIR,NORMAL,0,0,0,-21.5,-21.5,0.05
242725,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 08:09 UTC,-19.7,91.0,"GPS: 48.5100 N, -123.2100 W",91,GOOD,NORMAL,0,0,0,-19.7,-19.7,0.05
242726,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 08:24 UTC,-19.9,89.0,"GPS: 48.5200 N, -123.2200 W",91,EXCELLENT,NORMAL,0,0,0,-19.9,-19.9,0.05
242727,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 08:39 UTC,-19.2,94.0,"GPS: 48.5300 N, -123.2300 W",91,FAIR,NORMAL,0,0,0,-19.2,-19.2,0.05
242728,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 08:54 UTC,-21.44,95.4,"GPS: 48.5400 N, -123.2400 W",91,GOOD,NORMAL,0,0,0,-21.44,-21.44,0.05
242729,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 09:09 UTC,-18.52,87.6,"GPS: 48.5500 N, -123.2500 W",91,FAIR,NORMAL,0,0,0,-18.52,-18.52,0.05
242730,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 09:24 UTC,-21.18,93.6,"GPS: 48.5600 N, -123.2600 W",91,EXCELLENT,NORMAL,0,0,0,-21.18,-21.18,0.05
242731,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 09:39 UTC,-19.42,87.0,"GPS: 48.5700 N, -123.2700 W",91,FAIR,NORMAL,0,0,0,-19.42,-19.42,0.05
242732,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 09:54 UTC,-19.06,87.1,"GPS: 48.5800 N, -123.2800 W",91,GOOD,NORMAL,0,0,0,-19.06,-19.06,0.05
242733,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 10:09 UTC,-21.66,87.9,"GPS: 48.5900 N, -123.2900 W",91,GOOD,NORMAL,0,0,0,-21.66,-21.66,0.05
242734,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 10:24 UTC,-19.29,92.3,"GPS: 48.6000 N, -123.3000 W",90,FAIR,NORMAL,0,0,0,-19.29,-19.29,0.05
242735,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 10:39 UTC,-21.49,90.8,"GPS: 48.6100 N, -123.3100 W",90,EXCELLENT,NORMAL,0,0,0,-21.49,-21.49,0.05
242736,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 10:54 UTC,-19.12,85.8,"GPS: 48.6200 N, -123.3200 W",90,FAIR,NORMAL,0,0,0,-19.12,-19.12,0.05
242737,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 11:09 UTC,-18.88,93.1,"GPS: 48.6300 N, -123.3300 W",90,GOOD,NORMAL,0,0,0,-18.88,-18.88,0.05
242738,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 11:24 UTC,-19.67,86.5,"GPS: 48.6400 N, -123.3400 W",90,EXCELLENT,NORMAL,0,0,0,-19.67,-19.67,0.05
242739,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 11:39 UTC,-18.38,91.6,"GPS: 48.6500 N, -123.3500 W",90,EXCELLENT,NORMAL,0,0,0,-18.38,-18.38,0.05
242740,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 11:54 UTC,-19.26,94.5,"GPS: 48.6600 N, -123.3600 W",90,FAIR,NORMAL,0,0,0,-19.26,-19.26,0.05
242741,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 12:09 UTC,-21.43,93.3,"GPS: 48.6700 N, -123.3700 W",90,FAIR,NORMAL,0,0,0,-21.43,-21.43,0.05
242742,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 12:24 UTC,-18.87,90.6,"GPS: 48.6800 N, -123.3800 W",90,EXCELLENT,NORMAL,0,0,0,-18.87,-18.87,0.05
242743,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 12:39 UTC,-18.26,85.6,"GPS: 48.6900 N, -123.3900 W",90,EXCELLENT,NORMAL,0,0,0,-18.26,-18.26,0.05
242744,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 12:54 UTC,-19.48,93.3,"GPS: 48.7000 N, -123.4000 W",89,GOOD,NORMAL,0,0,0,-19.48,-19.48,0.05
242745,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 13:09 UTC,-21.86,89.0,"GPS: 48.7100 N, -123.4100 W",89,GOOD,WARNING,0,1,0,-21.86,-21.86,0.45
242746,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 13:24 UTC,-18.31,90.1,"GPS: 48.7200 N, -123.4200 W",89,FAIR,NORMAL,0,0,0,-18.31,-18.31,0.05
242747,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 13:39 UTC,-19.35,93.3,"GPS: 48.7300 N, -123.4300 W",89,FAIR,NORMAL,0,0,0,-19.35,-19.35,0.05
242748,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 13:54 UTC,-18.4,86.5,"GPS: 48.7400 N, -123.4400 W",89,EXCELLENT,NORMAL,0,0,0,-18.4,-18.4,0.05
242749,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 14:09 UTC,-18.59,88.0,"GPS: 48.7500 N, -123.4500 W",89,FAIR,NORMAL,0,0,0,-18.59,-18.59,0.05
242750,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 14:24 UTC,-20.01,93.7,"GPS: 48.7600 N, -123.4600 W",89,EXCELLENT,NORMAL,0,0,0,-20.01,-20.01,0.05
242751,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 14:39 UTC,-20.44,91.0,"GPS: 48.7700 N, -123.4700 W",89,GOOD,NORMAL,0,0,0,-20.44,-20.44,0.05
242752,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 14:54 UTC,-18.48,92.5,"GPS: 48.7800 N, -123.4800 W",89,EXCELLENT,NORMAL,0,0,0,-18.48,-18.48,0.05
242753,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 15:09 UTC,-19.76,90.0,"GPS: 48.7900 N, -123.4900 W",89,FAIR,NORMAL,0,0,0,-19.76,-19.76,0.05
242754,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 15:24 UTC,33.08,85.7,"GPS: 48.8000 N, -123.5000 W",88,GOOD,WARNING,0,1,0,33.08,33.08,0.45
242755,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 15:39 UTC,-20.53,89.1,"GPS: 48.8100 N, -123.5100 W",88,FAIR,NORMAL,0,0,0,-20.53,-20.53,0.05
242756,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 15:54 UTC,-20.71,91.8,"GPS: 48.8200 N, -123.5200 W",88,FAIR,NORMAL,0,0,0,-20.71,-20.71,0.05
242757,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 16:09 UTC,-19.09,91.7,"GPS: 48.8300 N, -123.5300 W",88,EXCELLENT,NORMAL,0,0,0,-19.09,-19.09,0.05
242758,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 16:24 UTC,-19.64,91.7,"GPS: 48.8400 N, -123.5400 W",88,EXCELLENT,NORMAL,0,0,0,-19.64,-19.64,0.05
242759,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 16:39 UTC,-19.64,86.9,"GPS: 48.8500 N, -123.5500 W",88,GOOD,NORMAL,0,0,0,-19.64,-19.64,0.05
242760,SNS-1001,BTC-SEA-5001,SHP-2026-101,2026-08-29 16:54 UTC,-18.41,89.4,"GPS: 48.8600 N, -123.5600 W",88,FAIR,NORMAL,0,0,0,-18.41,-18.41,0.05
