log_id,log_timestamp,sensor_id,sensor_type,sensor_battery_pct,sensor_signal,calibration_status,sensor_accuracy,batch_id,product_type,quantity_kg,batch_origin,batch_destination,required_temp_min,required_temp_max,shipment_id,vehicle_id,driver_id,port_airport,shipment_status,recorded_temp,recorded_humidity,gps_location,is_missing,is_noisy,is_imputed,original_temp,imputed_temp,anomaly_score,sensor_status,batch_compliance,shipment_risk_score
161723,2026-08-22 17:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.24,94.5,"GPS: 47.7000 N, -122.4000 W",0,0,0,-19.24,-19.24,0.42,NORMAL,WARNING,0.7
161724,2026-08-22 17:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-18.97,91.4,"GPS: 47.7100 N, -122.4100 W",0,0,0,-18.97,-18.97,0.41,NORMAL,WARNING,0.7
161725,2026-08-22 17:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.06,92.7,"GPS: 47.7200 N, -122.4200 W",0,0,0,-20.06,-20.06,0.47,NORMAL,WARNING,0.7
161726,2026-08-22 18:03 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.77,93.2,"GPS: 47.7300 N, -122.4300 W",0,0,0,-20.77,-20.77,0.41,NORMAL,WARNING,0.7
161727,2026-08-22 18:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.85,93.3,"GPS: 47.7400 N, -122.4400 W",0,0,0,-20.85,-20.85,0.42,NORMAL,WARNING,0.7
161728,2026-08-22 18:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,5.6,88.5,"GPS: 47.7500 N, -122.4500 W",0,0,0,5.6,5.6,0.51,WARNING,WARNING,0.7
161729,2026-08-22 18:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-18.84,95.2,"GPS: 47.7600 N, -122.4600 W",0,0,0,-18.84,-18.84,0.42,NORMAL,WARNING,0.7
161730,2026-08-22 19:03 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-21.28,93.9,"GPS: 47.7700 N, -122.4700 W",0,0,0,-21.28,-21.28,0.4,NORMAL,WARNING,0.7
161731,2026-08-22 19:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-18.24,92.7,"GPS: 47.7800 N, -122.4800 W",0,0,0,-18.24,-18.24,0.43,NORMAL,WARNING,0.7
161732,2026-08-22 19:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.27,86.4,"GPS: 47.7900 N, -122.4900 W",0,0,0,-20.27,-20.27,0.4,NORMAL,WARNING,0.7
161733,2026-08-22 19:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.28,92.9,"GPS: 47.8000 N, -122.5000 W",0,0,0,-19.28,-19.28,0.42,NORMAL,WARNING,0.7
161734,2026-08-22 20:03 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.92,91.1,"GPS: 47.8100 N, -122.5100 W",0,0,0,-19.92,-19.92,0.45,NORMAL,WARNING,0.7
161735,2026-08-22 20:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-18.9,95.7,"GPS: 47.8200 N, -122.5200 W",0,0,0,-18.9,-18.9,0.39,NORMAL,WARNING,0.7
161736,2026-08-22 20:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.17,85.9,"GPS: 47.8300 N, -122.5300 W",0,0,0,-19.17,-19.17,0.39,NORMAL,WARNING,0.7
161737,2026-08-22 20:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-18.79,87.6,"GPS: 47.8400 N, -122.5400 W",0,0,0,-18.79,-18.79,0.41,NORMAL,WARNING,0.7
161738,2026-08-22 21:03 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.05,90.1,"GPS: 47.8500 N, -122.5500 W",0,0,0,-20.05,-20.05,0.42,NORMAL,WARNING,0.7
161739,2026-08-22 21:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.24,85.8,"GPS: 47.8600 N, -122.5600 W",0,0,0,-19.24,-19.24,0.47,NORMAL,WARNING,0.7
161740,2026-08-22 21:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.39,86.9,"GPS: 47.8700 N, -122.5700 W",0,0,0,-19.39,-19.39,0.44,NORMAL,WARNING,0.7
161741,2026-08-22 21:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-21.2,90.2,"GPS: 47.8800 N, -122.5800 W",0,0,0,-21.2,-21.2,0.47,NORMAL,WARNING,0.7
161742,2026-08-22 22:03 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.5,91.1,"GPS: 47.8900 N, -122.5900 W",0,0,0,-20.5,-20.5,0.39,NORMAL,WARNING,0.7
161743,2026-08-22 22:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-21.72,92.9,"GPS: 47.9000 N, -122.6000 W",0,0,0,-21.72,-21.72,0.42,NORMAL,WARNING,0.7
161744,2026-08-22 22:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-18.38,93.8,"GPS: 47.9100 N, -122.6100 W",0,0,0,-18.38,-18.38,0.43,NORMAL,WARNING,0.7
161745,2026-08-22 22:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.79,92.8,"GPS: 47.9200 N, -122.6200 W",0,0,0,-20.79,-20.79,0.42,NORMAL,WARNING,0.7
161746,2026-08-22 23:03 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-15.38,87.3,"GPS: 47.9300 N, -122.6300 W",0,0,0,-15.38,-15.38,0.47,WARNING,WARNING,0.7
161747,2026-08-22 23:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-21.32,90.0,"GPS: 47.9400 N, -122.6400 W",0,0,0,-21.32,-21.32,0.39,NORMAL,WARNING,0.7
161748,2026-08-22 23:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-21.45,89.9,"GPS: 47.9500 N, -122.6500 W",0,0,0,-21.45,-21.45,0.39,NORMAL,WARNING,0.7
161749,2026-08-22 23:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.72,90.9,"GPS: 47.9600 N, -122.6600 W",0,0,0,-20.72,-20.72,0.41,NORMAL,WARNING,0.7
161750,2026-08-23 00:03 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.42,87.2,"GPS: 47.9700 N, -122.6700 W",0,0,0,-20.42,-20.42,0.42,NORMAL,WARNING,0.7
161751,2026-08-23 00:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-18.25,87.9,"GPS: 47.9800 N, -122.6800 W",0,0,0,-18.25,-18.25,0.47,NORMAL,WARNING,0.7
161752,2026-08-23 00:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.25,90.6,"GPS: 47.9900 N, -122.6900 W",0,0,0,-19.25,-19.25,0.39,NORMAL,WARNING,0.7
161753,2026-08-23 00:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.97,91.2,"GPS: 48.0000 N, -122.7000 W",0,0,0,-19.97,-19.97,0.4,NORMAL,WARNING,0.7
161754,2026-08-23 01:03 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-21.22,93.1,"GPS: 48.0100 N, -122.7100 W",0,0,0,-21.22,-21.22,0.41,NORMAL,WARNING,0.7
161755,2026-08-23 01:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.21,92.9,"GPS: 48.0200 N, -122.7200 W",0,0,0,-19.21,-19.21,0.4,NORMAL,WARNING,0.7
161756,2026-08-23 01:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-18.82,92.3,"GPS: 48.0300 N, -122.7300 W",0,0,0,-18.82,-18.82,0.39,NORMAL,WARNING,0.7
161757,2026-08-23 01:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.81,94.9,"GPS: 48.0400 N, -122.7400 W",0,0,0,-20.81,-20.81,0.38,NORMAL,WARNING,0.7
161758,2026-08-23 02:03 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-18.79,93.9,"GPS: 48.0500 N, -122.7500 W",0,0,0,-18.79,-18.79,0.39,NORMAL,WARNING,0.7
161759,2026-08-23 02:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.94,92.0,"GPS: 48.0600 N, -122.7600 W",0,0,0,-19.94,-19.94,0.37,NORMAL,WARNING,0.7
161760,2026-08-23 02:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.05,88.3,"GPS: 48.0700 N, -122.7700 W",0,0,0,-19.05,-19.05,0.38,NORMAL,WARNING,0.7
161761,2026-08-23 02:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-18.51,87.4,"GPS: 48.0800 N, -122.7800 W",0,0,0,-18.51,-18.51,0.39,NORMAL,WARNING,0.7
161762,2026-08-23 03:03 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-19.28,92.4,"GPS: 48.0900 N, -122.7900 W",0,0,0,-19.28,-19.28,0.4,NORMAL,WARNING,0.7
161763,2026-08-23 03:18 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.74,93.7,"GPS: 48.1000 N, -122.8000 W",0,0,0,-20.74,-20.74,0.43,NORMAL,WARNING,0.7
161764,2026-08-23 03:33 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-21.68,89.5,"GPS: 48.1100 N, -122.8100 W",0,0,0,-21.68,-21.68,0.43,NORMAL,WARNING,0.7
161765,2026-08-23 03:48 UTC,SNS-1001,IoT Multi-Sensor (Temp/Humidity/GPS),86,FAIR,VALID,99.72,BTC-SEA-5001,Pacific Cod (Frozen Fillets),3223.0,Portland Marine Terminal (OR),Frankfurt Airport Cold Logistics (FRA - Germany),-22.0,-18.0,SHP-2026-101,TRK-201,DRV-103,Vancouver Freight Gate B,IN_TRANSIT,-20.71,94.6,"GPS: 48.1200 N, -122.8200 W",0,0,0,-20.71,-20.71,0.38,NORMAL,WARNING,0.7
